title,year,duration,genre,rating,url,User-Agnet
Incendies ,2010,2h 11min,Drama,8.3,https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Amadeus ,1984,2h 40min,Biography,8.3,https://www.imdb.com/title/tt0086879/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Hunt ,2012,1h 55min,Drama,8.3,https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Aliens ,1986,2h 17min,Action,8.3,https://www.imdb.com/title/tt0090605/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
A Separation ,2011,2h 3min,Drama,8.3,https://www.imdb.com/title/tt1832382/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Andhadhun ,2018,2h 19min,Crime,8.3,https://www.imdb.com/title/tt8108198/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Great Dictator ,1940,2h 5min,Comedy,8.4,https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Sunset Blvd. ,1950,1h 50min,Drama,8.4,https://www.imdb.com/title/tt0043014/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Dr. Strangelove ,1964,1h 35min,Comedy,8.4,https://www.imdb.com/title/tt0057012/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Rear Window ,1954,1h 52min,Mystery,8.4,https://www.imdb.com/title/tt0047396/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Witness for the Prosecution ,1957,1h 56min,Crime,8.4,https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Paths of Glory ,1957,1h 28min,Drama,8.4,https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Alien ,1979,1h 57min,Horror,8.4,https://www.imdb.com/title/tt0078748/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Apocalypse Now ,1979,2h 27min,Drama,8.4,https://www.imdb.com/title/tt0078788/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Shining ,1980,2h 26min,Drama,8.4,https://www.imdb.com/title/tt0081505/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Princess Mononoke ,1997,2h 14min,Animation,8.4,https://www.imdb.com/title/tt0119698/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Once Upon a Time in America ,1984,3h 49min,Crime,8.4,https://www.imdb.com/title/tt0087843/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Raiders of the Lost Ark ,1981,1h 55min,Action,8.4,https://www.imdb.com/title/tt0082971/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Memento ,2000,1h 53min,Mystery,8.4,https://www.imdb.com/title/tt0209144/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Oldboy ,2003,2h,Action,8.4,https://www.imdb.com/title/tt0364569/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Lives of Others ,2006,2h 17min,Drama,8.4,https://www.imdb.com/title/tt0405094/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
3 Idiots ,2009,2h 50min,Comedy,8.4,https://www.imdb.com/title/tt1187043/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Like Stars on Earth ,2007,2h 45min,Drama,8.4,https://www.imdb.com/title/tt0986264/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
WALL·E ,2008,1h 38min,Animation,8.4,https://www.imdb.com/title/tt0910970/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Dark Knight Rises ,2012,2h 44min,Action,8.4,https://www.imdb.com/title/tt1345836/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Django Unchained ,2012,2h 45min,Drama,8.4,https://www.imdb.com/title/tt1853728/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Coco ,2017,1h 45min,Animation,8.4,https://www.imdb.com/title/tt2380307/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Your Name. ,2016,1h 46min,Animation,8.4,https://www.imdb.com/title/tt5311514/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Capernaum ,2018,2h 6min,Drama,8.4,https://www.imdb.com/title/tt8267604/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Dangal ,2016,2h 41min,Action,8.4,https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Spider-Man: Into the Spider-Verse ,2018,1h 57min,Animation,8.4,https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Modern Times ,1936,1h 27min,Comedy,8.5,https://www.imdb.com/title/tt0027977/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
City Lights ,1931,1h 27min,Comedy,8.5,https://www.imdb.com/title/tt0021749/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Avengers: Endgame ,2019,3h 1min,Action,8.4,https://www.imdb.com/title/tt4154796/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
1917 ,2019,1h 59min,Drama,8.4,https://www.imdb.com/title/tt8579674/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Goodfellas ,1990,2h 26min,Biography,8.7,https://www.imdb.com/title/tt0099685/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,Action,8.7,https://www.imdb.com/title/tt0080684/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Lord of the Rings: The Two Towers ,2002,2h 59min,Adventure,8.7,https://www.imdb.com/title/tt0167261/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Matrix ,1999,2h 16min,Action,8.7,https://www.imdb.com/title/tt0133093/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
"The Good, the Bad and the Ugly ",1966,2h 58min,Western,8.8,https://www.imdb.com/title/tt0060196/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Forrest Gump ,1994,2h 22min,Drama,8.8,https://www.imdb.com/title/tt0109830/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Avengers: Infinity War ,2018,2h 29min,Action,8.5,https://www.imdb.com/title/tt4154756/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Fight Club ,1999,2h 19min,Drama,8.8,https://www.imdb.com/title/tt0137523/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,Action,8.8,https://www.imdb.com/title/tt0120737/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
12 Angry Men ,1957,1h 36min,Drama,8.9,https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Inception ,2010,2h 28min,Action,8.8,https://www.imdb.com/title/tt1375666/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Schindler's List ,1993,3h 15min,Biography,8.9,https://www.imdb.com/title/tt0108052/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Pulp Fiction ,1994,2h 34min,Crime,8.9,https://www.imdb.com/title/tt0110912/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Godfather: Part II ,1974,3h 22min,Crime,9.0,https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Godfather ,1972,2h 55min,Crime,9.2,https://www.imdb.com/title/tt0068646/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Lord of the Rings: The Return of the King ,2003,3h 21min,Adventure,8.9,https://www.imdb.com/title/tt0167260/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Dark Knight ,2008,2h 32min,Action,9.0,https://www.imdb.com/title/tt0468569/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
